"id","sku","name","category_id","description","image_urls","mrp","status","created_by","updated_by","created_at","updated_at","per_unit_mrp_price","unit_type","per_unit_selling_price","unit_value","selling_price","category_brand_index_id","is_active","discount","category_name"
1,"ADH1","FEVICOL SH  1 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-665_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-665_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-665_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-665_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-665_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:54:02",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
2,"ADH2","FEVICOL SH  2 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-666_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-666_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-666_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-666_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-666_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:54:07",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
3,"ADH3","FEVICOL SH  5 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-667_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-667_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-667_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-667_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-667_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:54:11",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
4,"ADH4","FEVICOL SH  10 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-668_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-668_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-668_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-668_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-668_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:54:20",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
5,"ADH5","FEVICOL SH  20 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-669_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-669_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-669_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-669_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-669_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:54:32",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
6,"ADH6","FEVICOL SH  30 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-670_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-670_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-670_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-670_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-670_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:54:38",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
7,"ADH7","FEVICOL SH  50 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-671_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-671_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-671_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-671_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-671_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:54:43",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
8,"ADH8","FEVICOL SH  60 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-672_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-672_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-672_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-672_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-672_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:54:48",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
9,"ADH9","FEVICOL Marine 1 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-673_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-673_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-673_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-673_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-673_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:54:53",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
10,"ADH10","FEVICOL Marine 2 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-674_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-674_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-674_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-674_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-674_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:54:58",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
11,"ADH11","FEVICOL Marine 5 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-675_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-675_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-675_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-675_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-675_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:55:02",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
12,"ADH12","FEVICOL Marine 10 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-676_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-676_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-676_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-676_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-676_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:55:08",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
13,"ADH13","FEVICOL Marine 20 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-677_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-677_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-677_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-677_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-677_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:55:14",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
14,"ADH14","FEVICOL Marine 30 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-678_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-678_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-678_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-678_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-678_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:55:18",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
15,"ADH15","FEVICOL Marine 50 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-679_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-679_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-679_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-679_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-679_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:55:23",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
16,"ADH16","FEVICOL Marine 60 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-680_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-680_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-680_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-680_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-680_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:55:27",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
17,"ADH17","FEVICOL HI-PER 1 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-681_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-681_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-681_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-681_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-681_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:55:31",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
18,"ADH18","FEVICOL HI-PER 2 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-682_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-682_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-682_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-682_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-682_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:55:37",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
19,"ADH19","FEVICOL HI-PER 5 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-683_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-683_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-683_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-683_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-683_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:55:43",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
20,"ADH20","FEVICOL HI-PER 10 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-684_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-684_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-684_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-684_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-684_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:55:47",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
21,"ADH21","FEVICOL HI-PER 20 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-685_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-685_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-685_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-685_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-685_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:55:50",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
22,"ADH22","FEVICOL HI-PER 30 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-686_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-686_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-686_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-686_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-686_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:55:55",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
23,"ADH23","FEVICOL HI-PER 50 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-687_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-687_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-687_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-687_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-687_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:56:00",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
24,"ADH24","FEVICOL HI-PER Star 1 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-688_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-688_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-688_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-688_4.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:56:04",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
25,"ADH25","FEVICOL HI-PER Star 2 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-689_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-689_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-689_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-689_4.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:56:09",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
26,"ADH26","FEVICOL HI-PER Star 5 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-690_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-690_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-690_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-690_4.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:56:21",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
27,"ADH27","FEVICOL HI-PER Star 10 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-691_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-691_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-691_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-691_4.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:56:27",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
28,"ADH28","FEVICOL HI-PER Star 20 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-692_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-692_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-692_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-692_4.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:32","2025-06-12 09:56:32",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
29,"ADH29","FEVICOL HI-PER Star 50 KG",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-693_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-693_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-693_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-693_4.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:33","2025-06-12 09:56:38",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
30,"ADH30","FEVICOL HeatX 100 ML",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-694_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-694_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-694_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-694_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-694_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:33","2025-06-12 09:56:42",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
31,"ADH31","FEVICOL HeatX 200 ML",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-695_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-695_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-695_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-695_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-695_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:33","2025-06-12 09:56:47",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
32,"ADH32","FEVICOL HeatX 500 ML",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-696_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-696_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-696_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-696_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-696_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:33","2025-06-12 09:56:52",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
33,"ADH33","FEVICOL HeatX 1 L",1,"This is an adhesive SKU","[""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-697_1.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-697_2.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-697_3.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-697_4.jpg"", ""https://solsticeprod.s3.ap-south-1.amazonaws.com/catalogue/category/adhesives/product/CX-Adhesivies-697_5.jpg""]",NULL,"Active",24385,24385,"2025-06-10 03:39:33","2025-06-12 09:56:56",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Adhesives"
